Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,Fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
MAN9A01AK4,G13G23Denali_v1.1.0.7.mot,4.8792,81.3091,'BG95M3LAR02A03_,'863740068516530,'89460800235153559442,4.51641,32.7681479935852,3.54529,18.5274,-,PASS,2023.01.17 16:22:35,SST Denali#3,5230110004549,73107,2023.01.17 16:18:49,2023.01.17 16:22:35,'00:03:46,-,'-,-,'0000000003,3.68705,OK,OK,OK,1,569,26.10176,51.68457,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A011B4,G13G23Denali_v1.1.0.7.mot,4.83283,38.7176,'BG95M3LAR02A03_,'863740068522827,'89460800235153557792,6.11509,32.7682003792409,3.47677,23.844,-,PASS,2023.01.17 18:51:44,SST Denali#3,5230110002454,73107,2023.01.17 18:47:55,2023.01.17 18:51:44,'00:03:49,-,'-,-,'0000000003,3.72347,OK,OK,OK,1,586,25.06836,54.24652,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A019Z4,G13G23Denali_v1.1.0.7.mot,4.83668,39.434,'BG95M3LAR02A03_,'863740068501722,'89460800235153561422,-9.24608,32.7676970245371,3.58033,27.6247,-,PASS,2023.01.17 23:46:34,SST Denali#3,5230110006514,71047,2023.01.17 23:42:54,2023.01.17 23:46:34,'00:03:40,-,'-,-,'0000000003,3.72191,OK,OK,OK,1,536,23.67714,59.83734,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01AW4,G13G23Denali_v1.1.0.7.mot,4.82823,36.259,'BG95M3LAR02A03_,'863740068549135,'89460800235153585884,12.94067,32.76842404,3.46118,22.4753,-,PASS,2023.01.18 01:12:27,SST Denali#3,5230110007452,71047,2023.01.18 01:08:53,2023.01.18 01:12:27,'00:03:34,-,'-,-,'0000000003,3.7112,OK,OK,OK,1,506,25.01228,55.58014,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A019B4,G13G23Denali_v1.1.0.7.mot,4.86882,75.2241,'BG95M3LAR02A03_,'863740068544177,'89460800235153560911,-1.16275,32.7679618988665,3.50751,20.0096,-,PASS,2023.01.18 01:16:58,SST Denali#3,5230110004186,71047,2023.01.18 01:14:10,2023.01.18 01:16:58,'00:02:48,-,'-,-,'0000000003,3.67934,OK,OK,OK,1,763,23.92281,62.00562,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01AT4,G13G23Denali_v1.1.0.7.mot,4.85635,48.3552,'BG95M3LAR02A03_,'863740068543872,'89460800235153587328,5.79746,32.7681899710963,3.04602,23.6846,-,PASS,2023.01.18 01:17:31,SST Denali#3,5230110004185,71047,2023.01.18 01:14:22,2023.01.18 01:17:31,'00:03:09,-,'-,-,'0000000003,3.70243,OK,OK,OK,1,769,24.12041,60.8551,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01954,G13G23Denali_v1.1.0.7.mot,4.86971,44.1161,'BG95M3LAR02A03_,'863740068557302,'89460800235153584895,2.10739,32.7680690549541,3.60208,26.7961,-,PASS,2023.01.18 01:33:39,SST Denali#3,5230110007543,71047,2023.01.18 01:30:13,2023.01.18 01:33:39,'00:03:26,-,'-,-,'0000000003,3.69627,OK,OK,OK,1,652,24.35539,58.94165,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01924,G13G23Denali_v1.1.0.7.mot,4.88016,47.7473,'BG95M3LAR02A03_,'863740068530929,'89460800235153584671,9.37888,32.7683073272163,3.56164,21.4112,-,PASS,2023.01.18 02:06:02,SST Denali#3,5230110004385,71047,2023.01.18 02:02:17,2023.01.18 02:06:02,'00:03:45,-,'-,-,'0000000003,3.71787,OK,OK,OK,1,571,25.12177,58.05511,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01914,G13G23Denali_v1.1.0.7.mot,4.83745,94.3852,'BG95M3LAR02A03_,'863740068542072,'89460800235153584325,-16.33926,32.7674645950903,3.56061,20.6916,-,PASS,2023.01.18 02:19:56,SST Denali#3,5230110007905,71047,2023.01.18 02:16:08,2023.01.18 02:19:56,'00:03:48,-,'-,-,'0000000003,3.70446,OK,OK,OK,1,558,24.61174,58.5083,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
MAN9A01AQ4,G13G23Denali_v1.1.0.7.mot,4.85599,39.2198,'BG95M3LAR02A03_,'863740068521811,'89460800235153584226,1.93236,32.7680633194727,3.5796,27.8797,-,PASS,2023.01.18 02:24:13,SST Denali#3,5230110007764,71047,2023.01.18 02:20:39,2023.01.18 02:24:13,'00:03:34,-,'-,-,'0000000003,3.71895,OK,OK,OK,1,769,24.41147,59.57642,OK,PASS,PASS,PASS,PASS,PASS,PASS,0101000007
