Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JDP9A00M44,Denali_v0000000034.mot A6C09783,4.838,51.858,'BG96MAR02A07M1G,'860640052339761,'89460800231121292687,6.51,32.7682133,6.763,26.912,-,PASS,2021.04.21 06:02:02,SST Denali#1(TEST HEAD 4),81087,2021.04.21 05:54:32,2021.04.21 06:02:02,'00:07:30,'0000000003,3.676,OK,OK,OK,5,187,25.47,68.18,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A015D4,Denali_v0000000034.mot A6C09783,4.842,52.103,'BG96MAR02A07M1G,'860640052275791,'89460800231121225760,18.60,32.7686096,6.604,17.752,-,PASS,2021.04.21 21:49:45,SST Denali#1(TEST HEAD 3),81087,2021.04.21 21:42:12,2021.04.21 21:49:45,'00:07:33,'0000000003,3.669,OK,OK,OK,5,115,26.79,62.30,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A000M4,Denali_v0000000034.mot A6C09783,4.844,52.330,'BG96MAR02A07M1G,'860640052384262,'89460800231121239332,9.84,32.7683226,6.554,17.907,-,PASS,2021.04.22 07:42:33,SST Denali#1(TEST HEAD 4),81087,2021.04.22 07:33:31,2021.04.22 07:42:33,'00:09:02,'0000000003,3.669,OK,OK,OK,4,180,26.52,65.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDN9A01P84,Denali_v0000000034.mot A6C09783,4.838,52.742,'BG96MAR02A07M1G,'860640052429059,'89460800231121289212,7.00,32.7682295,6.781,17.700,-,PASS,2021.04.21 03:06:28,SST Denali#1(TEST HEAD 4),81087,2021.04.21 02:59:42,2021.04.21 03:06:28,'00:06:46,'0000000003,3.674,OK,OK,OK,5,186,26.34,63.65,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00NW4,Denali_v0000000034.mot A6C09783,4.831,52.372,'BG96MAR02A07M1G,'860640052306737,'89460800231121231776,7.87,32.7682578,6.760,27.533,-,PASS,2021.04.21 16:51:05,SST Denali#1(TEST HEAD 2),71064,2021.04.21 16:44:41,2021.04.21 16:51:05,'00:06:24,'0000000003,3.694,OK,OK,OK,4,127,26.98,57.68,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDN9A01FJ4,Denali_v0000000034.mot A6C09783,4.835,52.752,'BG96MAR02A07M1G,'860640052363449,'89460800231121200490,31.46,32.7690309,6.737,21.530,-,PASS,2021.04.20 14:56:35,SST Denali#1(TEST HEAD 1),71064,2021.04.20 14:51:00,2021.04.20 14:56:35,'00:05:35,'0000000003,3.663,OK,OK,OK,4,134,26.64,61.74,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01634,Denali_v0000000034.mot A6C09783,4.838,53.476,'BG96MAR02A07M1G,'868963049238801,'89460800231121227444,3.80,32.7681246,6.798,22.099,-,PASS,2021.04.22 01:33:46,SST Denali#1(TEST HEAD 2),81087,2021.04.22 01:26:17,2021.04.22 01:33:46,'00:07:29,'0000000003,3.678,OK,OK,OK,5,128,26.31,65.56,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01HH4,Denali_v0000000034.mot A6C09783,4.844,52.416,'BG96MAR02A07M1G,'860640052397504,'89460800231121236544,9.99,32.7683273,6.758,18.424,-,PASS,2021.04.22 02:05:22,SST Denali#1(TEST HEAD 4),81087,2021.04.22 01:57:51,2021.04.22 02:05:22,'00:07:31,'0000000003,3.674,OK,OK,OK,5,180,26.68,60.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A002K4,Denali_v0000000034.mot A6C09783,4.845,52.089,'BG96MAR02A07M1G,'860640052552447,'89460800231121225166,7.18,32.7682353,6.776,24.894,-,PASS,2021.04.22 18:14:18,SST Denali#1(TEST HEAD 2),71064,2021.04.22 18:07:04,2021.04.22 18:14:18,'00:07:14,'0000000003,3.669,OK,OK,OK,5,121,26.29,61.96,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDN9A01FG4,Denali_v0000000034.mot A6C09783,4.838,52.091,'BG96MAR02A07M1G,'860640052343508,'89460800231121290376,9.56,32.7683131,6.764,20.908,-,PASS,2021.04.21 01:08:45,SST Denali#1(TEST HEAD 3),81087,2021.04.21 01:01:50,2021.04.21 01:08:45,'00:06:55,'0000000003,3.686,OK,OK,OK,5,120,26.06,64.65,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01AA4,Denali_v0000000034.mot A6C09783,4.844,52.584,'BG96MAR02A07M1G,'860640052328038,'89460800231121235496,9.09,32.7682978,6.938,29.551,-,PASS,2021.04.22 03:09:47,SST Denali#1(TEST HEAD 3),81087,2021.04.22 03:02:28,2021.04.22 03:09:47,'00:07:19,'0000000003,3.682,OK,OK,OK,5,124,26.30,63.92,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00H14,Denali_v0000000034.mot A6C09783,4.844,62.556,'BG96MAR02A07M1G,'860640052353135,'89460800231121199460,9.61,32.7683148,6.816,23.496,-,PASS,2021.04.22 21:19:03,SST Denali#1(TEST HEAD 2),81087,2021.04.22 21:12:22,2021.04.22 21:19:03,'00:06:41,'0000000003,3.677,OK,OK,OK,5,126,26.54,63.22,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A001M4,Denali_v0000000034.mot A6C09783,4.839,52.773,'BG96MAR02A07M1G,'860640052333913,'89460800231121204773,41.09,32.7693465,6.912,24.117,-,PASS,2021.04.20 12:47:17,SST Denali#1(TEST HEAD 4),71064,2021.04.20 12:39:53,2021.04.20 12:47:17,'00:07:24,'0000000003,3.658,OK,OK,OK,5,175,25.95,64.45,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01GH4,Denali_v0000000034.mot A6C09783,4.839,53.536,'BG96MAR02A07M1G,'860640052305861,'89460800231121237831,5.77,32.7681892,6.614,22.979,-,PASS,2021.04.22 03:01:33,SST Denali#1(TEST HEAD 2),81087,2021.04.22 02:54:49,2021.04.22 03:01:33,'00:06:44,'0000000003,3.677,OK,OK,OK,5,126,26.13,64.43,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00034,Denali_v0000000034.mot A6C09783,4.838,55.196,'BG96MAR02A07M1G,'868963049238363,'89460800231121203965,22.86,32.7687491,6.812,29.448,-,PASS,2021.04.20 12:55:18,SST Denali#1(TEST HEAD 3),71064,2021.04.20 12:47:39,2021.04.20 12:55:18,'00:07:39,'0000000003,3.673,OK,OK,OK,4,119,26.09,64.64,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A001C4,Denali_v0000000034.mot A6C09783,4.838,51.652,'BG96MAR02A07M1G,'860640052328962,'89460800231121290970,8.48,32.7682778,6.648,23.289,-,PASS,2021.04.20 21:42:55,SST Denali#1(TEST HEAD 3),81087,2021.04.20 21:36:29,2021.04.20 21:42:55,'00:06:26,'0000000003,3.675,OK,OK,OK,5,118,26.52,62.62,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00DV4,Denali_v0000000034.mot A6C09783,4.845,62.156,'BG96MAR02A07M1G,'860640052436609,'89460800231121222122,9.28,32.7683040,6.988,29.034,-,PASS,2021.04.22 19:47:23,SST Denali#1(TEST HEAD 4),71064,2021.04.22 19:39:54,2021.04.22 19:47:23,'00:07:29,'0000000003,3.686,OK,OK,OK,5,183,27.31,56.55,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00NV4,Denali_v0000000034.mot A6C09783,4.835,51.370,'BG96MAR02A07M1G,'860640052291335,'89460800231121231461,9.68,32.7683173,6.600,19.822,-,PASS,2021.04.21 16:47:20,SST Denali#1(TEST HEAD 1),71064,2021.04.21 16:41:09,2021.04.21 16:47:20,'00:06:11,'0000000003,3.689,OK,OK,OK,4,128,26.85,57.82,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A014V4,Denali_v0000000034.mot A6C09783,4.838,51.414,'BG96MAR02A07M1G,'860640052395029,'89460800231121225935,8.56,32.7682806,6.654,20.184,-,PASS,2021.04.21 22:07:40,SST Denali#1(TEST HEAD 1),81087,2021.04.21 22:00:30,2021.04.21 22:07:40,'00:07:10,'0000000003,3.657,OK,OK,OK,4,139,26.49,61.78,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00ZJ4,Denali_v0000000034.mot A6C09783,4.838,53.059,'BG96MAR02A07M1G,'868963049194046,'89460800231121226271,43.62,32.7694293,6.736,26.084,-,PASS,2021.04.21 22:31:42,SST Denali#1(TEST HEAD 1),81087,2021.04.21 22:24:14,2021.04.21 22:31:42,'00:07:28,'0000000003,3.687,OK,OK,OK,4,140,26.32,63.24,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00XY4,Denali_v0000000034.mot A6C09783,4.843,53.046,'BG96MAR02A07M1G,'860640052276336,'89460800231121229515,27.42,32.7688985,6.932,27.533,-,PASS,2021.04.21 22:48:06,SST Denali#1(TEST HEAD 3),81087,2021.04.21 22:40:53,2021.04.21 22:48:06,'00:07:13,'0000000003,3.669,OK,OK,OK,5,125,26.75,63.32,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01074,Denali_v0000000034.mot A6C09783,4.843,52.331,'BG96MAR02A07M1G,'860640052281468,'89460800231121226651,26.60,32.7688715,6.609,19.045,-,PASS,2021.04.21 22:34:19,SST Denali#1(TEST HEAD 4),81087,2021.04.21 22:28:38,2021.04.21 22:34:19,'00:05:41,'0000000003,3.684,OK,OK,OK,4,186,26.82,60.31,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A011M4,Denali_v0000000034.mot A6C09783,4.839,53.345,'BG96MAR02A07M1G,'868963049194079,'89460800231121226529,30.14,32.7689877,6.756,29.603,-,PASS,2021.04.21 23:46:02,SST Denali#1(TEST HEAD 1),81087,2021.04.21 23:38:39,2021.04.21 23:46:02,'00:07:23,'0000000003,3.673,OK,OK,OK,3,138,25.93,64.56,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
