Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,Fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
KGK9C018H4,Denali_0100010001.mot,5.48034,83.9293,'BG95M3LAR02A03_,'869738064592558,'89460800235143149239,23.85795,32.768781777318,5.11323,27.3754,-,PASS,2022.07.19 01:46:20,SST Denali#3,5220706028425,71064,2022.07.19 01:42:42,2022.07.19 01:46:20,'00:03:38,,',,'0000000002,3.688,OK,OK,OK,1,708,25.26863,62.76398,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGK9C019N4,Denali_0100010001.mot,5.46428,81.8174,'BG95M3LAR02A03_,'869738064624435,'89460800235143148496,12.20157,32.7683998209062,5.01904,27.295,-,PASS,2022.07.19 01:29:44,SST Denali#3,5220706028360,71064,2022.07.19 01:26:23,2022.07.19 01:29:44,'00:03:21,,',,'0000000002,3.67794,OK,OK,OK,1,700,25.24193,63.17291,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGK9C019P4,Denali_0100010001.mot,5.47236,82.3664,'BG95M3LAR02A03_,'869738064622694,'89460800235140385547,10.36437,32.768339619548,5.1141,19.9989,-,PASS,2022.07.18 22:17:23,SST Denali#3,5220706031883,71064,2022.07.18 22:13:25,2022.07.18 22:17:23,'00:03:58,,',,'0000000002,3.7019,OK,OK,OK,1,701,25.71457,62.62207,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGK9C019S4,Denali_0100010001.mot,5.47255,46.6462,'BG95M3LAR02A03_,'869738064604114,'89460800235141127575,16.59201,32.7685436869585,5.17962,21.6744,-,PASS,2022.07.18 09:23:06,SST Denali#3,5220706029906,71047,2022.07.18 09:19:32,2022.07.18 09:23:06,'00:03:34,,',,'0000000002,3.70315,OK,OK,OK,1,686,25.61043,62.28333,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGK9C019T4,Denali_0100010001.mot,5.45496,47.799,'BG95M3LAR02A03_,'869738064604122,'89460800235141127542,26.07513,32.76885443,5.39114,26.8934,-,PASS,2022.07.18 09:21:17,SST Denali#3,5220706029905,71047,2022.07.18 09:17:29,2022.07.18 09:21:17,'00:03:48,,',,'0000000002,3.69221,OK,OK,OK,1,528,26.49429,60.41565,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGK9C019V4,Denali_0100010001.mot,5.48024,78.7489,'BG95M3LAR02A03_,'869738064608008,'89460800235143149353,27.68392,32.7689071467921,5.07165,27.6651,-,PASS,2022.07.18 23:58:21,SST Denali#3,5220706033416,71064,2022.07.18 23:54:29,2022.07.18 23:58:21,'00:03:52,,',,'0000000002,3.69069,OK,OK,OK,1,700,25.18051,62.53815,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGM9C001K4,Denali_0100010001.mot,5.45266,91.7394,'BG95M3LAR02A03_,'869738063196849,'89460800235141132328,20.75592,32.76868013,5.02257,20.6885,-,PASS,2022.07.18 01:00:50,SST Denali#3,5220706032587,71064,2022.07.18 00:57:01,2022.07.18 01:00:50,'00:03:49,,',,'0000000002,3.69336,OK,OK,OK,1,682,26.78268,60.62622,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGM9C002M4,Denali_0100010001.mot,5.46795,49.1984,'BG95M3LAR02A03_,'869738063205855,'89460800235141132344,27.97913,32.76891682,5.10606,21.8743,-,PASS,2022.07.18 01:01:17,SST Denali#3,5220706033109,71064,2022.07.18 00:57:02,2022.07.18 01:01:17,'00:04:15,,',,'0000000002,3.68736,OK,OK,OK,1,555,26.65451,59.44061,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGM9C00034,Denali_0100010001.mot,5.41002,80.1681,'BG95M3LAR02A03_,'869738063198761,'89460800235140388772,22.62995,32.7687415381965,4.99522,22.2759,-,PASS,2022.07.18 00:59:40,SST Denali#3,5220706024670,71064,2022.07.18 00:56:08,2022.07.18 00:59:40,'00:03:32,,',,'0000000002,3.67728,OK,OK,OK,1,710,26.15784,61.70502,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
KGM9C002D4,Denali_0100010001.mot,5.43564,48.3863,'BG95M3LAR02A03_,'869738063380591,'89460800235140388897,32.90196,32.7690781314168,5.25632,25.5947,-,PASS,2022.07.18 00:59:45,SST Denali#3,5220706030363,71064,2022.07.18 00:56:08,2022.07.18 00:59:45,'00:03:37,,',,'0000000002,3.681,OK,OK,OK,1,702,25.77332,63.42316,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100010001
